,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
65,Cozy Bed Room in the comfort of a home Westwood,none,"15 min walking distance from UCLA,  2 blocks walking distance from Westwood blvd. where there are plenty of restaurants, cafes and shops. 8 min driving from San Vicente blvd= Brentwood village area, where there are ample restaurants and entertainment.  The bike path to Santa Monica is 1 block away.  a brand new Westfiled Mall is 10 min walking distance or 5 min. by car.  Pico mall+ movie theater is about a 15 min walk.  Beverly Hills is 10 min by car.  Rancho Park Golf corse and Hillcrest country club are a 8 min. drive away....Golf heaven!",2010-04-12,"Los Angeles, California, United States",within a few hours,f,Westside,2.0,2.0,t,t,"Los Angeles, CA, United States",Westside,West Los Angeles,City of Los Angeles,Los Angeles,CA,90025,Los Angeles,"Los Angeles, CA",US,United States,34.04635693369367,-118.44043024094948,t,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$99.00,,,,$50.00,1,$0.00,3,30,3,3,30,30,3.0,30.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,t,t,2,1,1,0,
66,Early Century Charm by the Beach,none,,2010-05-05,"Los Angeles, California, United States",,f,Venice,1.0,1.0,t,t,"Venice, CA, United States",Venice,Venice,City of Los Angeles,Venice,CA,90291,Los Angeles,"Venice, CA",US,United States,33.98958247858691,-118.46811972557622,t,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Washer / Dryer"",""Hot tub"",Heating,Washer,Dryer}",$450.00,,"$3,500.00",,,1,$0.00,2,730,2,2,730,730,2.0,730.0,t,0,0,0,102,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,
67,DWELL Inspired Modern Luxe 2BR w/ Sweeping Views,none,,2009-11-18,"Los Angeles, California, United States",within an hour,t,Hollywood Hills,11.0,11.0,t,t,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.120206575052244,-118.322285293653,f,Guest suite,Entire home/apt,2,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets allowed"",""Free street parking"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Host greets you""}",$255.00,"$1,950.00","$4,450.00","$2,000.00",$175.00,2,$35.00,4,1125,4,4,1125,1125,4.0,1125.0,t,0,26,56,111,26,9,98.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,t,t,6,6,0,0,0.25
68,Private Oceanfront Beach House,none,,2010-05-11,"Los Angeles, California, United States",within an hour,f,Pacific Palisades,3.0,3.0,t,t,"Los Angeles, CA, United States",Pacific Palisades,Pacific Palisades,City of Los Angeles,Los Angeles,CA,90272,Los Angeles,"Los Angeles, CA",US,United States,34.03921695878061,-118.53983801223735,t,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",""Other pet(s)"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$150.00,"$1,100.00","$3,750.00",$200.00,$80.00,2,$75.00,1,730,1,1,730,730,1.0,730.0,t,25,55,84,84,121,10,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,3,2,1,0,1.19
69,Upstairs room VA in a craftsman house,none,"By metro and 3 bus systems: Culver City, Santa Monica and Los Angeles",2010-04-09,"Culver City, California, United States",within an hour,t,Culver City,3.0,3.0,t,t,"Culver City, CA, United States",Culver City,Culver City,Other Cities,Culver City,CA,90232,Los Angeles,"Culver City, CA",US,United States,34.02354955375325,-118.3868768265605,t,Bed and breakfast,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,Breakfast,Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$90.00,,,$100.00,$25.00,1,$25.00,1,365,1,1,365,365,1.0,365.0,t,18,46,72,347,70,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,3,0,3,0,0.67
70,room and bathroom in santa monica,none,,2010-05-25,"Santa Monica, California, United States",within a few hours,f,Santa Monica,1.0,1.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90405,Los Angeles,"Santa Monica, CA",US,United States,34.011422239822025,-118.47957381705469,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Long term stays allowed""}",$87.00,$800.00,"$1,800.00",,$100.00,2,$0.00,30,365,30,30,365,365,30.0,365.0,t,7,37,67,342,64,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,f,moderate,f,t,1,0,1,0,0.61
71,Charming & cozy room with breakfast!!,none,"Our home is located four blocks from the subway, the Sunset/Vermont Metro stop. There are also several bus stops within a couple block. There is also a Enterprise Rent-A_Car 1/2 block away. We are within walking distance of dozens of restaurants, grocery stores, as well as two movie theaters.",2010-05-28,"Los Angeles, California, United States",,f,Los Feliz,1.0,1.0,t,t,"Los Angeles, CA, United States",Los Feliz,Los Feliz,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.10312797897783,-118.28628165352774,t,Apartment,Private room,3,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",$90.00,,,$0.00,$20.00,2,$15.00,2,14,2,2,14,14,2.0,14.0,t,0,0,0,133,186,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,1.8
72,Welcome Inn - Near Everything!,none,"Mass Transit is available via bus and Metro or taxi and you can also use Lyft or Uber. Using buses is easy from here, but I recommend that you have a car or use UBER or Lyft. Los Angeles is huge and you want to get a bunch done while you are here and a car will help you do that. I offer a guest parking pass so you can park on my block.",2010-05-28,"Los Angeles, California, United States",within a few hours,f,Mid-Wilshire,3.0,3.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.069896336388844,-118.34452769560394,t,House,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Baby bath"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you""}",$75.00,$525.00,"$2,100.00",$300.00,$45.00,2,$35.00,2,28,2,2,28,28,2.0,28.0,t,13,43,73,348,163,27,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,t,t,3,0,3,0,1.63
73,Downtown Deluxe 1,none,,2010-06-03,"Los Angeles, California, United States",within an hour,f,,3.0,3.0,t,t,"Los Angeles, CA, United States",Echo Park,Chinatown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.06829597978402,-118.24434306314951,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$79.00,$500.00,"$1,600.00",,$35.00,2,$20.00,1,365,1,1,365,365,1.0,365.0,t,1,7,26,287,293,53,88.0,9.0,8.0,10.0,10.0,9.0,9.0,f,t,f,moderate,f,f,3,0,3,0,2.85
74,Amazing... Amazing... Amazing....,none,"Bus, trains and taxis are available yet check routes/times with MTA. LA has a confusing bus system with schedules and points of destinations, no charts or graphics of routes at the bus stops. There is an 800 number to call for information. Closest train station is 5 miles north in Pasadena. Catch a taxi across the street.",2010-06-08,"Pasadena, California, United States",,t,Rosemead,1.0,1.0,t,f,"Rosemead, CA, United States",Rosemead,Rosemead,Other Cities,Rosemead,CA,91770,Los Angeles,"Rosemead, CA",US,United States,34.090052809885144,-118.08568479130275,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Breakfast,""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other}",$50.00,,,$500.00,,1,$25.00,1,5,1,1,5,5,1.0,5.0,t,0,0,0,0,202,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,2.02
75,"Modern, Retro-Chic Home with Backyard Fire Pit",none,Many buses headed in all different directions at most hours of the day. And the neighborhood is well served by cabs and certainly by Uber. Those without a car should have no problem getting around.,2010-06-11,"Los Angeles, California, United States",within an hour,t,Culver City,7.0,7.0,t,t,"Los Angeles, CA, United States",Culver City,Culver City,Other Cities,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.993347539591625,-118.44387202036043,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",Bathtub,""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Hot water kettle"",""Ceiling fan"",""Rain shower"",""Jetted tub"",Terrace,""Sound system"",""Gas oven"",""Fire pit"",""Breakfast table"",""Formal dining area"",""Convection oven"",""Outdoor seating"",""Outdoor parking"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$180.00,"$1,575.00","$6,050.00",$300.00,$100.00,2,$50.00,2,180,1,3,180,180,1.6,180.0,t,11,27,47,306,74,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,2,0,0,0.82
76,Lovely Master King Bed French Door,none,"There is plenty of public transportation available (The Big Blue Bus, Culver City and Metro Bus Lines nearby) for those without cars.  Or Uber or other private car services for getting around town.  From LAX, there are many shuttle services available as well.  Bikes are also available for guests' use!",2010-06-08,"Los Angeles, California, United States",within an hour,f,Mar Vista,5.0,5.0,t,f,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.00095281478394,-118.43380728377436,t,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Other}",$65.00,,,$0.00,$25.00,1,$10.00,1,1125,1,1,1125,1125,1.0,1125.0,t,10,40,70,345,94,2,92.0,9.0,9.0,9.0,10.0,9.0,9.0,f,f,f,moderate,f,f,5,1,4,0,0.98
77,Malibu Guest house/ near beach,none,Lyft Uber Bus to street in front of property - runs morning and afternoon,2010-06-15,"Malibu, California, United States",,t,Malibu,1.0,1.0,t,t,"Malibu, CA, United States",Malibu,Malibu,Other Cities,Malibu,CA,90265,Malibu,"Malibu, CA",US,United States,34.012815624070036,-118.80530223781824,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Outlet covers"",Bathtub,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Long term stays allowed"",""Flat path to front door"",""Disabled parking spot"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Host greets you"",""Handheld shower head""}",$185.00,,"$3,500.00",$110.00,$65.00,2,$40.00,2,200,2,2,200,200,2.0,200.0,t,11,17,47,203,281,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,1,1,0,0,2.71
78,❤Cozy Hideaway Cottage / Studio #3,none,"Nearest cross street is Colorado Boulevard, few steps are bus stops on both corners to and from downtown Los Angeles/DTLA and surrounding areas. Trader Joe's is just around the corner/2 blocks. Post office and Von's grocery store is on the corner of Colorado and Figueroa(15 min walk approx.)",2010-06-15,"Los Angeles, California, United States",within an hour,t,Eagle Rock,5.0,5.0,t,t,"Los Angeles, CA, United States",Eagle Rock,Eagle Rock,City of Los Angeles,Los Angeles,CA,90041,Los Angeles,"Los Angeles, CA",US,United States,34.13642961059196,-118.19721745284559,f,Guesthouse,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",Other}",$68.00,$468.00,"$1,658.00",$100.00,$25.00,1,$15.00,1,29,1,1,29,29,1.0,29.0,t,0,28,53,142,273,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,3,3,0,0,5.04
79,Amazing Beach Pad in Malibu,none,There are 3 parking spots in front of the house. It is a 11 minute drive to Santa Monica and 4 minutes to downtown Malibu.,2010-06-28,"New York, New York, United States",,f,Malibu,1.0,1.0,t,t,"Malibu, CA, United States",Malibu,Malibu,Other Cities,Malibu,CA,90265,Los Angeles,"Malibu, CA",US,United States,34.03732978606904,-118.6265102937521,f,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,"{""Cable TV"",Wifi,""Free parking on premises"",""Hot tub"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",""24-hour check-in"",""Laptop friendly workspace""}","$1,200.00",,"$8,000.00",,,1,$0.00,30,180,30,30,180,180,30.0,180.0,t,29,59,89,178,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,
80,Luxury Beachfront Santa Monica Home,none,,2010-06-28,"Santa Monica, California, United States",within an hour,f,Santa Monica,1.0,1.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.0090612738197,-118.49282431140728,t,Townhouse,Entire home/apt,6,3.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$900.00,,,"$3,000.00",$400.00,1,$0.00,31,1125,31,31,1125,1125,31.0,1125.0,t,30,60,90,365,0,0,,,,,,,,t,f,f,strict_14_with_grace_period,f,f,1,1,0,0,
81,Your home away from home /sleeps 4/ furnished,none,"Lois and Craig were great hosts and I really enjoyed my stay. Their Internet access is beyond fast - Verizon FIOS fiber to the home. If you are used to the typical awful cable company Internet, or even worse, the typically horribly slow hotel WiFi, staying here with truly fast Internet will be a real treat. If you are traveling without a car, their location is outstanding. They are walking distance to a number of excellent restaurants including a wonderful Indian restaurant called Bombay Tandoori. You are only two blocks away from Pacific Coast Highway where you have access to three bus lines. One line, Commuter Express, operates at the morning and evening rush hours and takes you quickly to and from downtown Los Angeles. From downtown LA you can go to San Francisco, Las Vegas, Phoenix, and other cities for $25 to $50 using Megabus, Tufesa, Hoang Express or other new carriers. If you are flying, you can take the MTA 232 bus from LAX and be dropped off two blocks from the house at Madis",2010-07-06,"Los Angeles, California, United States",within an hour,f,Torrance,8.0,8.0,t,t,"Torrance, CA, United States",Torrance,Torrance,Other Cities,Torrance,CA,90505,Los Angeles,"Torrance, CA",US,United States,33.8011302569188,-118.34841885522152,t,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Other pet(s)"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Children’s books and toys"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard""}",$99.00,$700.00,"$2,300.00",$500.00,$125.00,3,$15.00,7,730,7,7,730,730,7.0,730.0,t,5,5,20,20,11,6,89.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,6,2,4,0,0.23
